business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Predicted_date
U001,0200936373,SUPE corporation,,2020.0,1930823660.0,2020-04-26,2020-04-24,2020-04-26,2020-05-11,USD,RV,1.0,84486.3,2020-04-26,NAA8,1930823660.0,1,2020-05-12
U001,0100031704,DELHAIZE systems,,2020.0,1930752764.0,2020-04-07,2020-04-06,2020-04-07,2020-04-22,USD,RV,1.0,19021.01,2020-04-07,NAA8,1930752764.0,1,2020-04-23
U001,0200739534,OK trust,,2020.0,1930704818.0,2020-03-25,2020-03-26,2020-03-25,2020-04-09,USD,RV,1.0,17813.67,2020-03-25,NAA8,1930704818.0,1,2020-04-10
U001,0200772595,SAFEW trust,,2020.0,1930585264.0,2020-03-03,2020-03-01,2020-03-03,2020-03-18,USD,RV,1.0,46131.46,2020-03-03,NAA8,1930585264.0,1,2020-03-19
U001,0200786288,FAMILY llc,,2020.0,1930778464.0,2020-04-12,2020-04-11,2020-04-12,2020-04-27,USD,RV,1.0,47877.44,2020-04-12,NAC6,1930778464.0,1,2020-04-28
U001,0200781803,JRD ,,2020.0,1930785528.0,2020-04-14,2020-04-14,2020-04-14,2020-05-04,USD,RV,1.0,2673.24,2020-04-14,NAD1,1930785528.0,1,2020-05-05
U001,0200794332,COST associates,,2020.0,1930632242.0,2020-03-10,2020-03-10,2020-03-10,2020-03-25,USD,RV,1.0,76733.67,2020-03-10,NAAX,1930632242.0,1,2020-03-26
CA02,140105785,SHOPPE associates,,2020.0,2960624832.0,2020-03-28,2020-03-28,2020-03-28,2020-04-12,CAD,RV,1.0,5266.32,2020-04-02,CA10,2960624832.0,1,2020-04-23
U001,0200772595,SAFEW corporation,,2020.0,1930647805.0,2020-03-13,2020-03-13,2020-03-13,2020-03-28,USD,RV,1.0,24173.29,2020-03-13,NAA8,1930647805.0,1,2020-03-29
U001,0200771157,WEIS systems,,2020.0,1930692712.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,1.0,82956.27,2020-03-24,NAA8,1930692712.0,1,2020-04-09
U001,0200744019,TARG llc,,2020.0,1930750314.0,2020-04-05,2020-04-04,2020-04-05,2020-04-20,USD,RV,1.0,5618.44,2020-04-05,NAA8,1930750314.0,1,2020-04-21
U001,0200573068,GROCE trust,,2020.0,1930699655.0,2020-03-25,2020-03-25,2020-03-25,2020-04-09,USD,RV,1.0,6685.51,2020-03-25,NAA8,1930699655.0,1,2020-04-10
U001,0200769623,WAL-MAR corp,,2020.0,1930788087.0,2020-04-16,2020-04-15,2020-04-16,2020-05-01,USD,RV,1.0,5563.23,2020-04-16,NAH4,1930788087.0,1,2020-04-29
U001,0200803720,DEC us,,2020.0,1930818957.0,2020-04-23,2020-04-23,2020-04-23,2020-04-23,USD,RV,1.0,8467.32,2020-04-16,NAM1,1930818957.0,1,2020-04-21
U001,0200769623,WAL-MAR co,,2020.0,1930666147.0,2020-03-20,2020-03-18,2020-03-20,2020-04-04,USD,RV,1.0,36549.08,2020-03-20,NAH4,1930666147.0,1,2020-04-02
U001,0200466603,SMITH'S foundation,,2020.0,1930773522.0,2020-04-09,2020-04-10,2020-04-09,2020-04-24,USD,RV,1.0,24510.47,2020-04-09,NAA8,1930773522.0,1,2020-04-25
U001,0200793513,KROGER associates,,2020.0,1930718472.0,2020-03-29,2020-03-29,2020-03-29,2020-04-13,USD,RV,1.0,34487.96,2020-03-29,NAA8,1930718472.0,1,2020-04-14
U001,0200793088,DEMOU llc,,2020.0,1930833522.0,2020-04-28,2020-04-28,2020-04-28,2020-05-13,USD,RV,1.0,25519.83,2020-04-28,NAA8,1930833522.0,1,2020-05-14
U001,0200769623,WAL-MAR us,,2020.0,1930716237.0,2020-03-29,2020-03-28,2020-03-29,2020-04-13,USD,RV,1.0,36766.13,2020-03-29,NAH4,1930716237.0,1,2020-04-11
U001,0200956366,RICH ,,2020.0,1930646371.0,2020-03-14,2020-03-12,2020-03-14,2020-03-29,USD,RV,1.0,50917.68,2020-03-14,NAA8,1930646371.0,1,2020-03-30
U001,0200726979,BJ'S  corporation,,2020.0,1930716508.0,2020-03-27,2020-03-28,2020-03-27,2020-04-11,USD,RV,1.0,162.19,2020-03-27,NAA8,1930716508.0,1,2020-04-12
U001,0200418007,AM associates,,2020.0,1930665002.0,2020-03-20,2020-03-17,2020-03-20,2020-04-04,USD,RV,1.0,31560.77,2020-03-20,NAA8,1930665002.0,1,2020-04-05
U001,0200707005,KING S co,,2020.0,1930779452.0,2020-04-14,2020-04-12,2020-04-14,2020-04-29,USD,RV,1.0,78386.89,2020-04-14,NAA8,1930779452.0,1,2020-04-30
U001,0200769623,WAL-MAR co,,2020.0,1930706940.0,2020-03-27,2020-03-26,2020-03-27,2020-05-31,USD,RV,1.0,325.58,2020-03-27,NAGD,1930706940.0,1,2020-05-24
U001,0100001196,DOLLAR foundation,,2020.0,1930781837.0,2020-04-14,2020-04-13,2020-04-14,2020-04-29,USD,RV,1.0,31182.45,2020-04-14,NAA8,1930781837.0,1,2020-04-30
U001,0200726979,BJ'S  us,,2020.0,1930829273.0,2020-04-26,2020-04-27,2020-04-26,2020-05-11,USD,RV,1.0,114.61,2020-04-26,NAA8,1930829273.0,1,2020-05-12
U001,0200704858,WAKE corporation,,2020.0,1930671189.0,2020-03-21,2020-03-19,2020-03-21,2020-05-25,USD,RV,1.0,3463.44,2020-03-21,NAGD,1930671189.0,1,2020-04-23
U001,200769623,WAL-MAR associates,,2020.0,1930683231.0,2020-03-23,2020-03-21,2020-03-23,2020-04-07,USD,RV,1.0,13324.42,2020-03-23,NAH4,1930683231.0,1,2020-04-05
U001,0200714710,SYSCO  corporation,,2020.0,1930670445.0,2020-03-19,2020-03-19,2020-03-19,2020-04-03,USD,RV,1.0,1858.67,2020-03-19,NAA8,1930670445.0,1,2020-04-04
U001,0200799367,MCL us,,2020.0,1930620048.0,2020-03-08,2020-03-07,2020-03-08,2020-03-23,USD,RV,1.0,1781.05,2020-03-08,NAA8,1930620048.0,1,2020-03-24
U002,0200978592,PLAZA llc,,2020.0,1990571807.0,2020-03-13,2020-03-09,2020-03-13,2020-04-17,USD,RV,1.0,22985.94,2020-03-13,NAG2,1990571807.0,1,2020-04-26
U001,200115792,INDIV corp,,2020.0,1930819747.0,2020-04-23,2020-04-23,2020-04-23,2020-05-08,USD,RV,1.0,4770.21,2020-04-23,NAA8,1930819747.0,1,2020-05-12
U001,0200466603,SMITH'S co,,2020.0,1930642922.0,2020-03-11,2020-03-12,2020-03-11,2020-03-26,USD,RV,1.0,41973.02,2020-03-11,NAA8,1930642922.0,1,2020-03-27
U001,0200769623,WAL-MAR corp,,2020.0,1930655433.0,2020-03-17,2020-03-16,2020-03-17,2020-04-01,USD,RV,1.0,13009.13,2020-03-17,NAH4,1930655433.0,1,2020-03-30
U001,0200769623,WAL-MAR trust,,2020.0,1930797568.0,2020-04-18,2020-04-17,2020-04-18,2020-05-03,USD,RV,1.0,4652.15,2020-04-18,NAH4,1930797568.0,1,2020-05-01
U001,0200769623,WAL-MAR in,,2020.0,1930654613.0,2020-03-17,2020-03-15,2020-03-17,2020-04-01,USD,RV,1.0,50748.36,2020-03-17,NAH4,1930654613.0,1,2020-03-30
U001,0200771157,WEIS co,,2020.0,1930581447.0,2020-02-29,2020-02-28,2020-02-29,2020-03-15,USD,RV,1.0,53646.93,2020-02-29,NAA8,1930581447.0,1,2020-03-16
U001,0200769623,WAL-MAR systems,,2020.0,1930827509.0,2020-04-26,2020-04-25,2020-04-26,2020-05-11,USD,RV,1.0,32861.16,2020-04-26,NAH4,1930827509.0,1,2020-05-09
U001,0200936373,SUPE ,,2020.0,1930828266.0,2020-04-26,2020-04-26,2020-04-26,2020-05-11,USD,RV,1.0,14209.33,2020-04-26,NAA8,1930828266.0,1,2020-05-12
CA02,0140104229,A & W F in,,2020.0,2960633079.0,2020-05-08,2020-05-08,2020-05-08,2020-05-23,CAD,RV,1.0,1537.65,2020-05-13,CA10,2960633079.0,1,2020-05-27
U001,0200418007,AM us,,2020.0,1930655391.0,2020-03-19,2020-03-17,2020-03-19,2020-04-03,USD,RV,1.0,30059.52,2020-03-19,NAA8,1930655391.0,1,2020-04-04
U001,0200769623,WAL-MAR ,,2020.0,1930768841.0,2020-04-11,2020-04-09,2020-04-11,2020-04-26,USD,RV,1.0,8037.0,2020-04-11,NAH4,1930768841.0,1,2020-04-24
U001,0200793088,DEMOU ,,2020.0,1930691939.0,2020-03-25,2020-03-24,2020-03-25,2020-04-09,USD,RV,1.0,133469.68,2020-03-25,NAA8,1930691939.0,1,2020-04-10
U001,0200721222,GO corporation,,2020.0,1930637728.0,2020-03-11,2020-03-11,2020-03-11,2020-03-26,USD,RV,1.0,130441.4,2020-03-11,NAA8,1930637728.0,1,2020-03-27
U001,0200790107,ROU corp,,2020.0,1930605033.0,2020-03-05,2020-03-05,2020-03-05,2020-03-20,USD,RV,1.0,48806.24,2020-03-05,NAC6,1930605033.0,1,2020-03-21
U001,0200794332,COST trust,,2020.0,1930642267.0,2020-03-13,2020-03-12,2020-03-13,2020-03-28,USD,RV,1.0,10094.93,2020-03-13,NAAX,1930642267.0,1,2020-03-29
U001,0100031704,DELHAIZE systems,,2020.0,1930804333.0,2020-04-23,2020-04-20,2020-04-23,2020-05-08,USD,RV,1.0,15937.34,2020-04-23,NAA8,1930804333.0,1,2020-05-09
U001,0200769623,WAL-MAR ,,2020.0,1930685386.0,2020-03-24,2020-03-22,2020-03-24,2020-04-08,USD,RV,1.0,74427.89,2020-03-24,NAH4,1930685386.0,1,2020-04-06
U001,0200689451,PORK trust,,2020.0,1930636981.0,2020-03-11,2020-03-11,2020-03-11,2020-03-26,USD,RV,1.0,125355.74,2020-03-11,NAA8,1930636981.0,1,2020-03-27
U001,0200743129,BROOKS corporation,,2020.0,1930725439.0,2020-03-31,2020-03-31,2020-03-31,2020-04-15,USD,RV,1.0,31152.34,2020-03-31,NAA8,1930725439.0,1,2020-04-16
U001,0200707822,PUBLI ,,2020.0,1930673617.0,2020-03-21,2020-03-19,2020-03-21,2020-04-05,USD,RV,1.0,162064.52,2020-03-21,NAA8,1930673617.0,1,2020-04-06
U001,0200148860,DOLLA in,,2020.0,1930751859.0,2020-04-07,2020-04-06,2020-04-07,2020-06-11,USD,RV,1.0,11665.54,2020-04-07,NAGD,1930751859.0,1,2020-05-10
CA02,0140104440,SO co,,2020.0,2960621477.0,2020-03-20,2020-03-20,2020-03-20,2020-04-02,CAD,RV,1.0,61690.42,2020-03-23,CA10,2960621477.0,1,2020-04-06
U001,0200769369,DI associates,,2020.0,1930733410.0,2020-04-03,2020-04-02,2020-04-03,2020-04-18,USD,RV,1.0,18376.08,2020-04-03,NAA8,1930733410.0,1,2020-04-19
U001,0200707005,KING S systems,,2020.0,1930727108.0,2020-04-02,2020-03-31,2020-04-02,2020-04-17,USD,RV,1.0,78779.48,2020-04-02,NAA8,1930727108.0,1,2020-04-18
U001,0200772595,SAFEW in,,2020.0,1930604262.0,2020-03-06,2020-03-05,2020-03-06,2020-03-21,USD,RV,1.0,23767.14,2020-03-06,NAA8,1930604262.0,1,2020-03-22
U001,200762301,C&S WH in,,2020.0,1930670454.0,2020-03-19,2020-03-19,2020-03-19,2020-05-23,USD,RV,1.0,26125.73,2020-03-19,NAGD,1930670454.0,1,2020-05-16
U001,0200778870,C co,,2020.0,1930646105.0,2020-03-18,2020-03-12,2020-03-18,2020-04-02,USD,RV,1.0,5491.08,2020-03-18,NAA8,1930646105.0,1,2020-04-03
U001,0200759878,SA us,,2020.0,1930646874.0,2020-03-14,2020-03-13,2020-03-14,2020-03-29,USD,RV,1.0,38872.19,2020-03-14,NAH4,1930646874.0,1,2020-03-27
U001,200705742,DOT trust,,2020.0,1930846794.0,2020-05-01,2020-05-01,2020-05-01,2020-05-16,USD,RV,1.0,18623.78,2020-05-01,NAA8,1930846794.0,1,2020-05-17
U001,0200769623,WAL-MAR llc,,2020.0,1930729810.0,2020-04-01,2020-04-01,2020-04-01,2020-04-16,USD,RV,1.0,13422.71,2020-04-01,NAH4,1930729810.0,1,2020-04-14
U001,0200712105,WALG corp,,2020.0,1930659366.0,2020-03-17,2020-03-18,2020-03-17,2020-05-21,USD,RV,1.0,15637.7,2020-03-17,NAGD,1930659366.0,1,2020-05-14
U001,0200769623,WAL-MAR llc,,2020.0,1930809264.0,2020-04-22,2020-04-21,2020-04-22,2020-05-07,USD,RV,1.0,24789.44,2020-04-22,NAH4,1930809264.0,1,2020-05-05
U001,0200148860,DOLLA ,,2020.0,1930596157.0,2020-03-04,2020-03-03,2020-03-04,2020-05-08,USD,RV,1.0,5297.87,2020-03-04,NAGD,1930596157.0,1,2020-04-06
U001,0200526831,PERISH llc,,2020.0,1930598640.0,2020-03-03,2020-03-04,2020-03-03,2020-03-18,USD,RV,1.0,116345.44,2020-03-03,NAA8,1930598640.0,1,2020-03-19
U001,0200696090,UNITE ,,2020.0,1930653791.0,2020-03-18,2020-03-15,2020-03-18,2020-04-02,USD,RV,1.0,3470.2,2020-03-18,NAA8,1930653791.0,1,2020-04-03
U001,0200701040,SOUTHE trust,,2020.0,1930796618.0,2020-04-21,2020-04-16,2020-04-21,2020-05-06,USD,RV,1.0,7395.64,2020-04-21,NAA8,1930796618.0,1,2020-05-07
U001,0200743129,BROOKS co,,2020.0,1930584968.0,2020-03-01,2020-03-01,2020-03-01,2020-03-16,USD,RV,1.0,96142.48,2020-03-01,NAA8,1930584968.0,1,2020-03-17
CA02,0140104340,COLABOR  associates,,2020.0,2960623206.0,2020-03-21,2020-03-21,2020-03-21,2020-04-01,CAD,RV,1.0,24659.99,2020-03-22,CA10,2960623206.0,1,2020-04-05
U001,0200744019,TARG corp,,2020.0,1930676808.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,1.0,72059.23,2020-03-20,NAA8,1930676808.0,1,2020-04-05
U001,0200749782,KROG corporation,,2020.0,1930776545.0,2020-04-11,2020-04-11,2020-04-11,2020-04-26,USD,RV,1.0,50908.83,2020-04-11,NAA8,1930776545.0,1,2020-04-27
U001,200797984,PIGGLY co,,2020.0,1930686250.0,2020-03-24,2020-03-22,2020-03-24,2020-04-08,USD,RV,1.0,120453.29,2020-03-24,NAA8,1930686250.0,1,2020-04-09
U001,0200769623,WAL-MAR ,,2020.0,1930614590.0,2020-03-08,2020-03-07,2020-03-08,2020-03-23,USD,RV,1.0,723.32,2020-03-08,NAH4,1930614590.0,1,2020-03-21
U001,0200795490,HY -  systems,,2020.0,1930642529.0,2020-03-11,2020-03-12,2020-03-11,2020-03-26,USD,RV,1.0,15438.6,2020-03-11,NAA8,1930642529.0,1,2020-03-27
U001,0200759878,SA foundation,,2020.0,1930783854.0,2020-04-17,2020-04-14,2020-04-17,2020-05-02,USD,RV,1.0,13416.05,2020-04-17,NAH4,1930783854.0,1,2020-04-30
U001,0200980828,BEN E systems,,2020.0,1930863609.0,2020-05-06,2020-05-06,2020-05-06,2020-05-21,USD,RV,1.0,47559.05,2020-05-06,NAA8,1930863609.0,1,2020-05-22
U001,0200762301,C&S WH trust,,2020.0,1930772300.0,2020-04-10,2020-04-09,2020-04-10,2020-06-14,USD,RV,1.0,9280.31,2020-04-10,NAGD,1930772300.0,1,2020-06-07
U001,0200761734,H E BUT us,,2020.0,1930712066.0,2020-03-29,2020-03-28,2020-03-29,2020-04-13,USD,RV,1.0,57412.27,2020-03-29,NAA8,1930712066.0,1,2020-04-14
U001,0200726979,BJ'S  ,,2020.0,1930654699.0,2020-03-16,2020-03-16,2020-03-16,2020-03-31,USD,RV,1.0,33.18,2020-03-16,NAA8,1930654699.0,1,2020-04-01
U001,0200761734,H E BUT llc,,2020.0,1930861922.0,2020-05-06,2020-05-06,2020-05-06,2020-05-21,USD,RV,1.0,55095.53,2020-05-06,NAA8,1930861922.0,1,2020-05-22
U001,0200705742,DOT ,,2020.0,1930624541.0,2020-03-09,2020-03-09,2020-03-09,2020-04-10,USD,RV,1.0,20458.23,2020-03-09,NA32,1930624541.0,1,2020-04-11
U001,0200769623,WAL-MAR in,,2020.0,1930801359.0,2020-04-19,2020-04-19,2020-04-19,2020-05-04,USD,RV,1.0,1126.38,2020-04-19,NAH4,1930801359.0,1,2020-05-02
U001,0200275115,SHAWS  in,,2020.0,1930798515.0,2020-04-17,2020-04-17,2020-04-17,2020-05-02,USD,RV,1.0,38626.87,2020-04-17,NAA8,1930798515.0,1,2020-05-03
U001,0200418007,AM corporation,,2020.0,1930705424.0,2020-03-31,2020-03-30,2020-03-31,2020-04-15,USD,RV,1.0,878.4,2020-03-31,NAA8,1930705424.0,1,2020-04-16
U001,0200769623,WAL-MAR us,,2020.0,1930685138.0,2020-03-23,2020-03-21,2020-03-23,2020-04-07,USD,RV,1.0,16906.27,2020-03-23,NAH4,1930685138.0,1,2020-04-05
U001,0200769623,WAL-MAR llc,,2020.0,1930803117.0,2020-04-20,2020-04-20,2020-04-20,2020-05-05,USD,RV,1.0,49008.51,2020-04-20,NAH4,1930803117.0,1,2020-05-03
U001,0200749225,SUPER  in,,2020.0,1930651677.0,2020-03-14,2020-03-14,2020-03-14,2020-03-29,USD,RV,1.0,22659.0,2020-03-14,NAA8,1930651677.0,1,2020-03-30
CA02,0140104223,H Y LO systems,,2020.0,2960616580.0,2020-03-07,2020-03-07,2020-03-07,2020-03-27,CAD,RV,1.0,19435.99,2020-03-17,CA10,2960616580.0,1,2020-03-31
U001,0200762301,C&S WH co,,2020.0,1930717775.0,2020-03-30,2020-03-29,2020-03-30,2020-04-14,USD,RV,1.0,79407.56,2020-03-30,NAC6,1930717775.0,1,2020-04-15
U001,0200705089,JETR foundation,,2020.0,1930752327.0,2020-04-06,2020-04-06,2020-04-06,2020-04-21,USD,RV,1.0,10685.94,2020-04-06,NAA8,1930752327.0,1,2020-04-22
U001,0200418007,AM llc,,2020.0,1930674889.0,2020-03-21,2020-03-20,2020-03-21,2020-05-25,USD,RV,1.0,1579.2,2020-03-21,NAGD,1930674889.0,1,2020-04-23
U001,0200769623,WAL-MAR corporation,,2020.0,1930674777.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,1.0,9936.4,2020-03-20,NAH4,1930674777.0,1,2020-04-02
U001,0200769623,WAL-MAR corporation,,2020.0,1930725097.0,2020-04-01,2020-03-31,2020-04-01,2020-04-16,USD,RV,1.0,214.5,2020-04-01,NAH4,1930725097.0,1,2020-04-14
U001,0200230690,DECA llc,,2020.0,1930746159.0,2020-04-04,2020-04-04,2020-04-04,2020-04-24,USD,RV,1.0,118.32,2020-04-01,NAM4,1930746159.0,1,2020-04-22
U001,0200794332,COST corp,,2020.0,1930606154.0,2020-03-09,2020-03-05,2020-03-09,2020-03-24,USD,RV,1.0,28709.82,2020-03-09,NAAX,1930606154.0,1,2020-03-25
U001,0200331749,SYSC systems,,2020.0,1930605928.0,2020-03-07,2020-03-05,2020-03-07,2020-03-22,USD,RV,1.0,20203.83,2020-03-07,NAA8,1930605928.0,1,2020-03-23
U001,0100031704,DELHAIZE in,,2020.0,1930777683.0,2020-04-14,2020-04-11,2020-04-14,2020-04-29,USD,RV,1.0,15134.86,2020-04-14,NAA8,1930777683.0,1,2020-04-30
U001,0200875006,KROGER llc,,2020.0,1930793942.0,2020-04-15,2020-04-16,2020-04-15,2020-04-30,USD,RV,1.0,70116.13,2020-04-15,NAA8,1930793942.0,1,2020-05-01
U001,0200744019,TARG co,,2020.0,1930589318.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,1.0,69618.72,2020-03-02,NAA8,1930589318.0,1,2020-03-18
U001,0200769623,WAL-MAR associates,,2020.0,1930796841.0,2020-04-16,2020-04-16,2020-04-16,2020-05-01,USD,RV,1.0,1727.84,2020-04-16,NAH4,1930796841.0,1,2020-04-29
U001,0200744019,TARG llc,,2020.0,1930835290.0,2020-04-30,2020-04-29,2020-04-30,2020-05-15,USD,RV,1.0,158.82,2020-04-30,NAA8,1930835290.0,1,2020-05-16
U001,0200508557,FOODL us,,2020.0,1930833616.0,2020-05-05,2020-05-04,2020-05-05,2020-05-20,USD,RV,1.0,2344.5,2020-05-05,NAA8,1930833616.0,1,2020-05-21
U001,0200744019,TARG ,,2020.0,1930788690.0,2020-04-16,2020-04-15,2020-04-16,2020-05-01,USD,RV,1.0,411.6,2020-04-16,NAA8,1930788690.0,1,2020-05-02
U001,0200762301,C&S WH systems,,2020.0,1930624058.0,2020-03-09,2020-03-09,2020-03-09,2020-03-24,USD,RV,1.0,18954.49,2020-03-09,NAC6,1930624058.0,1,2020-03-25
U001,0200761734,H E BUT associates,,2020.0,1930829832.0,2020-05-01,2020-04-27,2020-05-01,2020-05-16,USD,RV,1.0,54687.43,2020-05-01,NAA8,1930829832.0,1,2020-05-17
U001,0200712105,WALG corp,,2020.0,1930639488.0,2020-03-11,2020-03-11,2020-03-11,2020-05-15,USD,RV,1.0,6196.34,2020-03-11,NAGD,1930639488.0,1,2020-05-08
U001,0200769623,WAL-MAR ,,2020.0,1930584748.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,34969.17,2020-03-02,NAH4,1930584748.0,1,2020-03-15
CA02,0140106343,RESTO co,,2020.0,2960617851.0,2020-03-02,2020-03-02,2020-03-02,2020-03-14,CAD,RV,1.0,12686.76,2020-03-04,CA10,2960617851.0,1,2020-03-25
U001,0200769623,WAL-MAR trust,,2020.0,1930632848.0,2020-03-10,2020-03-10,2020-03-10,2020-03-25,USD,RV,1.0,48401.79,2020-03-10,NAH4,1930632848.0,1,2020-03-23
U001,200769623,WAL-MAR us,,2020.0,1930753616.0,2020-04-07,2020-04-06,2020-04-07,2020-04-22,USD,RV,1.0,41773.81,2020-04-07,NAH4,1930753616.0,1,2020-04-20
U001,CCCA02,KRAFT  systems,,2020.0,1930687073.0,2020-03-28,2020-03-23,2020-03-28,2020-05-02,USD,RV,1.0,15778.56,2020-03-28,NAG2,1930687073.0,1,2020-05-06
U001,0200769623,WAL-MAR trust,,2020.0,1930671832.0,2020-03-20,2020-03-19,2020-03-20,2020-04-04,USD,RV,1.0,1898.9,2020-03-20,NAH4,1930671832.0,1,2020-04-02
U001,0200706844,WINC us,,2020.0,1930818397.0,2020-04-28,2020-04-23,2020-04-28,2020-05-13,USD,RV,1.0,1802.0,2020-04-28,NAA8,1930818397.0,1,2020-05-14
U001,0100031704,DELHAIZE associates,,2020.0,1930622246.0,2020-03-08,2020-03-08,2020-03-08,2020-03-23,USD,RV,1.0,99281.29,2020-03-08,NAA8,1930622246.0,1,2020-03-24
U001,0200769623,WAL-MAR systems,,2020.0,1930684459.0,2020-03-22,2020-03-21,2020-03-22,2020-04-06,USD,RV,1.0,53566.65,2020-03-22,NAH4,1930684459.0,1,2020-04-04
U001,0200714710,SYSCO  llc,,2020.0,1930828805.0,2020-04-27,2020-04-26,2020-04-27,2020-05-12,USD,RV,1.0,34281.21,2020-04-27,NAA8,1930828805.0,1,2020-05-13
CA02,0140104340,COLABOR  in,,2020.0,2960622022.0,2020-03-19,2020-03-19,2020-03-19,2020-03-31,CAD,RV,1.0,681.08,2020-03-21,CA10,2960622022.0,1,2020-04-04
U001,0200779051,AFFILI systems,,2020.0,1930729445.0,2020-04-02,2020-04-01,2020-04-02,2020-04-17,USD,RV,1.0,24475.83,2020-04-02,NAA8,1930729445.0,1,2020-04-18
U001,0200726979,BJ'S  systems,,2020.0,1930685827.0,2020-03-23,2020-03-22,2020-03-23,2020-04-07,USD,RV,1.0,511.33,2020-03-23,NAA8,1930685827.0,1,2020-04-08
U001,200769623,WAL-MAR co,,2020.0,1930883371.0,2020-05-11,2020-05-09,2020-05-11,2020-05-26,USD,RV,1.0,29982.61,2020-05-11,NAH4,1930883371.0,1,2020-05-24
U001,0100044010,LAND corp,,2020.0,1930731142.0,2020-04-02,2020-04-01,2020-04-02,2020-05-04,USD,RV,1.0,47839.68,2020-04-02,NA32,1930731142.0,1,2020-05-05
U001,200726979,BJ'S  corp,,2020.0,1930691891.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,1.0,577.57,2020-03-24,NAA8,1930691891.0,1,2020-04-09
U001,0200418007,AM trust,,2020.0,1930752242.0,2020-04-06,2020-04-06,2020-04-06,2020-04-21,USD,RV,1.0,99402.94,2020-04-06,NAA8,1930752242.0,1,2020-04-22
U001,0200792734,MDV/ associates,,2020.0,1930832579.0,2020-04-28,2020-04-28,2020-04-28,2020-05-13,USD,RV,1.0,15545.71,2020-04-28,NAA8,1930832579.0,1,2020-05-14
U001,0200762301,C&S WH systems,,2020.0,1930778548.0,2020-04-14,2020-04-13,2020-04-14,2020-04-29,USD,RV,1.0,22456.69,2020-04-14,NAC6,1930778548.0,1,2020-04-30
U001,0200762301,C&S WH foundation,,2020.0,1930753764.0,2020-04-07,2020-04-06,2020-04-07,2020-06-11,USD,RV,1.0,535.69,2020-04-07,NAGD,1930753764.0,1,2020-06-04
U001,0200759878,SA trust,,2020.0,1930724674.0,2020-04-01,2020-03-31,2020-04-01,2020-04-16,USD,RV,1.0,20733.06,2020-04-01,NAH4,1930724674.0,1,2020-04-14
U001,0200769623,WAL-MAR trust,,2020.0,1930737147.0,2020-04-03,2020-04-02,2020-04-03,2020-04-18,USD,RV,1.0,13542.48,2020-04-03,NAH4,1930737147.0,1,2020-04-16
U001,0200762301,C&S WH co,,2020.0,1930665938.0,2020-03-17,2020-03-18,2020-03-17,2020-04-01,USD,RV,1.0,25170.71,2020-03-17,NAC6,1930665938.0,1,2020-04-02
U001,0100031704,DELHAIZE corporation,,2020.0,1930607416.0,2020-03-05,2020-03-05,2020-03-05,2020-03-20,USD,RV,1.0,86204.08,2020-03-05,NAA8,1930607416.0,1,2020-03-21
U001,0200799367,MCL corp,,2020.0,1930819309.0,2020-04-24,2020-04-23,2020-04-24,2020-05-09,USD,RV,1.0,39231.21,2020-04-24,NAA8,1930819309.0,1,2020-05-10
U001,200762301,C&S WH in,,2020.0,1930723689.0,2020-03-31,2020-03-31,2020-03-31,2020-06-04,USD,RV,1.0,1779.26,2020-03-31,NAGD,1930723689.0,1,2020-05-28
U001,0200769623,WAL-MAR systems,,2020.0,1930647430.0,2020-03-13,2020-03-13,2020-03-13,2020-03-28,USD,RV,1.0,512.74,2020-03-13,NAH4,1930647430.0,1,2020-03-26
U001,0200759878,SA co,,2020.0,1930646341.0,2020-03-14,2020-03-12,2020-03-14,2020-03-29,USD,RV,1.0,23951.99,2020-03-14,NAH4,1930646341.0,1,2020-03-27
U001,0200769623,WAL-MAR llc,,2020.0,1930691856.0,2020-03-25,2020-03-24,2020-03-25,2020-04-09,USD,RV,1.0,6532.6,2020-03-25,NAH4,1930691856.0,1,2020-04-07
U001,0200706844,WINC foundation,,2020.0,1930720275.0,2020-03-30,2020-03-30,2020-03-30,2020-04-14,USD,RV,1.0,26635.57,2020-03-30,NAA8,1930720275.0,1,2020-04-15
U001,0200769623,WAL-MAR in,,2020.0,1930716518.0,2020-03-30,2020-03-28,2020-03-30,2020-04-14,USD,RV,1.0,17181.04,2020-03-30,NAH4,1930716518.0,1,2020-04-12
U001,0200762301,C&S WH ,,2020.0,1930767885.0,2020-04-08,2020-04-09,2020-04-08,2020-06-12,USD,RV,1.0,10803.58,2020-04-08,NAGD,1930767885.0,1,2020-06-05
CA02,0140104409,LOB co,,2020.0,2960617373.0,2020-03-05,2020-03-05,2020-03-05,2020-03-17,CAD,RV,1.0,233051.46,2020-03-07,CA10,2960617373.0,1,2020-03-21
